h3_cell,resolution,targets,area_density,max_confidence,is_h0
8a41a5489cc7fff,10,1,0.0,0.0,False
8a41a5489ccffff,10,0,0.0,0.0,False
8a41a5489cd7fff,10,4,0.0,0.0,False
8a41a5489cdffff,10,8,0.0,0.0,False
8a41a5489ce7fff,10,0,0.0,0.0,False
8a41a5489ceffff,10,0,0.0,0.0,False
8a41a5489cf7fff,10,2,0.0,0.0,False
8a41a548bb87fff,10,1,0.0,0.0,False
8a41a548bb8ffff,10,0,0.0,0.0,False
8a41a548bb97fff,10,0,0.0,0.0,False
8a41a548bb9ffff,10,0,0.0,0.0,False
8a41a548bba7fff,10,0,0.0,0.0,False
8a41a548bbaffff,10,0,0.0,0.0,False
8a41a548bbb7fff,10,0,0.0,0.0,False
8a41a548c0c7fff,10,0,0.0,0.0,False
8a41a548c0cffff,10,7,0.0,0.0,False
8a41a548c0d7fff,10,0,0.0,0.0,False
8a41a548c0dffff,10,1,0.0,0.0,False
8a41a548c0e7fff,10,0,0.0,0.0,False
8a41a548c0effff,10,1,0.0,0.0,False
8a41a548c0f7fff,10,0,0.0,0.0,False
8a41a548c287fff,10,0,0.0,0.0,False
8a41a548c28ffff,10,1,0.0,0.0,False
8a41a548c297fff,10,2,0.0,0.0,False
8a41a548c29ffff,10,1,0.0,0.0,False
8a41a548c2a7fff,10,0,0.0,0.0,False
8a41a548c2affff,10,0,0.0,0.0,False
8a41a548c2b7fff,10,0,0.0,0.0,False
8a41a548c387fff,10,0,0.0,0.0,False
8a41a548c38ffff,10,0,0.0,0.0,False
8a41a548c397fff,10,0,0.0,0.0,False
8a41a548c39ffff,10,0,0.0,0.0,False
8a41a548c3a7fff,10,0,0.0,0.0,False
8a41a548c3affff,10,0,0.0,0.0,False
8a41a548c3b7fff,10,0,0.0,0.0,False
8a41a548c4c7fff,10,0,0.0,0.0,False
8a41a548c4cffff,10,0,0.0,0.0,False
8a41a548c4d7fff,10,3,0.0,0.0,False
8a41a548c4dffff,10,0,0.0,0.0,False
8a41a548c4e7fff,10,0,0.0,0.0,False
8a41a548c4effff,10,0,0.0,0.0,False
8a41a548c4f7fff,10,0,0.0,0.0,False
8a41a548c607fff,10,1,0.0,0.0,False
8a41a548c60ffff,10,1,0.0,0.0,False
8a41a548c617fff,10,0,0.0,0.0,False
8a41a548c61ffff,10,0,0.0,0.0,False
8a41a548c627fff,10,0,0.0,0.0,False
8a41a548c62ffff,10,1,0.0,0.0,False
8a41a548c637fff,10,0,0.0,0.0,False
8a41a548c707fff,10,0,0.0,0.0,False
8a41a548c70ffff,10,1,0.0,0.0,False
8a41a548c717fff,10,1,0.0,0.0,False
8a41a548c71ffff,10,0,0.0,0.0,False
8a41a548c727fff,10,1,0.0,0.0,False
8a41a548c72ffff,10,0,0.0,0.0,False
8a41a548c737fff,10,0,0.0,0.0,False
8a41a548c747fff,10,0,0.0,0.0,False
8a41a548c74ffff,10,1,0.0,0.0,False
8a41a548c757fff,10,0,0.0,0.0,False
8a41a548c75ffff,10,1,0.0,0.0,False
8a41a548c767fff,10,0,0.0,0.0,False
8a41a548c76ffff,10,0,0.0,0.0,False
8a41a548c777fff,10,0,0.0,0.0,False
8a41a548c787fff,10,0,0.0,0.0,False
8a41a548c78ffff,10,0,0.0,0.0,False
8a41a548c797fff,10,0,0.0,0.0,False
8a41a548c79ffff,10,2,0.0,0.0,False
8a41a548c7a7fff,10,0,0.0,0.0,False
8a41a548c7affff,10,0,0.0,0.0,False
8a41a548c7b7fff,10,0,0.0,0.0,False
8a41a548cb87fff,10,0,0.0,0.0,False
8a41a548cb8ffff,10,0,0.0,0.0,False
8a41a548cb97fff,10,0,0.0,0.0,False
8a41a548cb9ffff,10,0,0.0,0.0,False
8a41a548cba7fff,10,0,0.0,0.0,False
8a41a548cbaffff,10,2,0.0,0.0,False
8a41a548cbb7fff,10,0,0.0,0.0,False
8a41a548d207fff,10,0,0.0,0.0,False
8a41a548d20ffff,10,3,0.0,0.0,False
8a41a548d217fff,10,0,0.0,0.0,False
8a41a548d21ffff,10,0,0.0,0.0,False
8a41a548d227fff,10,0,0.0,0.0,False
8a41a548d22ffff,10,0,0.0,0.0,False
8a41a548d237fff,10,0,0.0,0.0,False
8a41a548d347fff,10,0,0.0,0.0,False
8a41a548d34ffff,10,0,0.0,0.0,False
8a41a548d357fff,10,0,0.0,0.0,False
8a41a548d35ffff,10,2,0.0,0.0,False
8a41a548d367fff,10,0,0.0,0.0,False
8a41a548d36ffff,10,0,0.0,0.0,False
8a41a548d377fff,10,0,0.0,0.0,False
8a41a548d707fff,10,0,0.0,0.0,False
8a41a548d70ffff,10,0,0.0,0.0,False
8a41a548d717fff,10,0,0.0,0.0,False
8a41a548d71ffff,10,0,0.0,0.0,False
8a41a548d727fff,10,0,0.0,0.0,False
8a41a548d72ffff,10,1,0.0,0.0,False
8a41a548d737fff,10,0,0.0,0.0,False
8a41a548e107fff,10,0,0.0,0.0,False
8a41a548e10ffff,10,0,0.0,0.0,False
8a41a548e117fff,10,1,0.0,0.0,False
8a41a548e11ffff,10,0,0.0,0.0,False
8a41a548e127fff,10,0,0.0,0.0,False
8a41a548e12ffff,10,0,0.0,0.0,False
8a41a548e137fff,10,2,0.0,0.0,False
8a41a548e187fff,10,0,0.0,0.0,False
8a41a548e18ffff,10,0,0.0,0.0,False
8a41a548e197fff,10,0,0.0,0.0,False
8a41a548e19ffff,10,0,0.0,0.0,False
8a41a548e1a7fff,10,1,0.0,0.0,False
8a41a548e1affff,10,0,0.0,0.0,False
8a41a548e1b7fff,10,0,0.0,0.0,False
8a41a548e687fff,10,0,0.0,0.0,False
8a41a548e68ffff,10,1,0.0,0.0,False
8a41a548e697fff,10,0,0.0,0.0,False
8a41a548e69ffff,10,1,0.0,0.0,False
8a41a548e6a7fff,10,0,0.0,0.0,False
8a41a548e6affff,10,0,0.0,0.0,False
8a41a548e6b7fff,10,0,0.0,0.0,False
8a41a548ea87fff,10,0,0.0,0.0,False
8a41a548ea8ffff,10,0,0.0,0.0,False
8a41a548ea97fff,10,0,0.0,0.0,False
8a41a548ea9ffff,10,0,0.0,0.0,False
8a41a548eaa7fff,10,0,0.0,0.0,False
8a41a548eaaffff,10,0,0.0,0.0,False
8a41a548eab7fff,10,1,0.0,0.0,False
8a41a548eb47fff,10,1,0.0,0.0,False
8a41a548eb4ffff,10,0,0.0,0.0,False
8a41a548eb57fff,10,1,0.0,0.0,False
8a41a548eb5ffff,10,1,0.0,0.0,False
8a41a548eb67fff,10,0,0.0,0.0,False
8a41a548eb6ffff,10,0,0.0,0.0,False
8a41a548eb77fff,10,0,0.0,0.0,False
8a41a54a8447fff,10,0,0.0,0.0,False
8a41a54a844ffff,10,0,0.0,0.0,False
8a41a54a8457fff,10,1,0.0,0.0,False
8a41a54a845ffff,10,1,0.0,0.0,False
8a41a54a8467fff,10,0,0.0,0.0,False
8a41a54a846ffff,10,0,0.0,0.0,False
8a41a54a8477fff,10,0,0.0,0.0,False
8a41a54a8787fff,10,0,0.0,0.0,False
8a41a54a878ffff,10,0,0.0,0.0,False
8a41a54a8797fff,10,0,0.0,0.0,False
8a41a54a879ffff,10,0,0.0,0.0,False
8a41a54a87a7fff,10,2,0.0,0.0,False
8a41a54a87affff,10,0,0.0,0.0,False
8a41a54a87b7fff,10,0,0.0,0.0,False
8a41a54a9007fff,10,1,0.0,0.0,False
8a41a54a900ffff,10,0,0.0,0.0,False
8a41a54a9017fff,10,0,0.0,0.0,False
8a41a54a901ffff,10,2,0.0,0.0,False
8a41a54a9027fff,10,0,0.0,0.0,False
8a41a54a902ffff,10,0,0.0,0.0,False
8a41a54a9037fff,10,0,0.0,0.0,False
8a41a54a9507fff,10,0,0.0,0.0,False
8a41a54a950ffff,10,0,0.0,0.0,False
8a41a54a9517fff,10,0,0.0,0.0,False
8a41a54a951ffff,10,0,0.0,0.0,False
8a41a54a9527fff,10,0,0.0,0.0,False
8a41a54a952ffff,10,0,0.0,0.0,False
8a41a54a9537fff,10,0,0.0,0.0,False
8a41a54ab387fff,10,0,0.0,0.0,False
8a41a54ab38ffff,10,0,0.0,0.0,False
8a41a54ab397fff,10,2,0.0,0.0,False
8a41a54ab39ffff,10,0,0.0,0.0,False
8a41a54ab3a7fff,10,0,0.0,0.0,False
8a41a54ab3affff,10,0,0.0,0.0,False
8a41a54ab3b7fff,10,0,0.0,0.0,False
8a41a54ab547fff,10,0,0.0,0.0,False
8a41a54ab54ffff,10,0,0.0,0.0,False
8a41a54ab557fff,10,3,0.0,0.0,False
8a41a54ab55ffff,10,4,0.0,0.0,False
8a41a54ab567fff,10,0,0.0,0.0,False
8a41a54ab56ffff,10,0,0.0,0.0,False
8a41a54ab577fff,10,0,0.0,0.0,False
8a41a54ab707fff,10,1,0.0,0.0,False
8a41a54ab70ffff,10,0,0.0,0.0,False
8a41a54ab717fff,10,0,0.0,0.0,False
8a41a54ab71ffff,10,0,0.0,0.0,False
8a41a54ab727fff,10,0,0.0,0.0,False
8a41a54ab72ffff,10,0,0.0,0.0,False
8a41a54ab737fff,10,0,0.0,0.0,False
8a41a54ab987fff,10,0,0.0,0.0,False
8a41a54ab98ffff,10,0,0.0,0.0,False
8a41a54ab997fff,10,0,0.0,0.0,False
8a41a54ab99ffff,10,2,0.0,0.0,False
8a41a54ab9a7fff,10,0,0.0,0.0,False
8a41a54ab9affff,10,0,0.0,0.0,False
8a41a54ab9b7fff,10,0,0.0,0.0,False
8a41a54abcc7fff,10,0,0.0,0.0,False
8a41a54abccffff,10,0,0.0,0.0,False
8a41a54abcd7fff,10,0,0.0,0.0,False
8a41a54abcdffff,10,0,0.0,0.0,False
8a41a54abce7fff,10,0,0.0,0.0,False
8a41a54abceffff,10,0,0.0,0.0,False
8a41a54abcf7fff,10,2,0.0,0.0,False
8a41a54ad707fff,10,0,0.0,0.0,False
8a41a54ad70ffff,10,0,0.0,0.0,False
8a41a54ad717fff,10,0,0.0,0.0,False
8a41a54ad71ffff,10,0,0.0,0.0,False
8a41a54ad727fff,10,0,0.0,0.0,False
8a41a54ad72ffff,10,0,0.0,0.0,False
8a41a54ad737fff,10,3,0.0,0.0,False
8a41a54c0287fff,10,0,0.0,0.0,False
8a41a54c028ffff,10,0,0.0,0.0,False
8a41a54c0297fff,10,0,0.0,0.0,False
8a41a54c029ffff,10,0,0.0,0.0,False
8a41a54c02a7fff,10,0,0.0,0.0,False
8a41a54c02affff,10,0,0.0,0.0,False
8a41a54c02b7fff,10,8,0.0,0.0,False
8a41a54c0747fff,10,0,0.0,0.0,False
8a41a54c074ffff,10,3,0.0,0.0,False
8a41a54c0757fff,10,0,0.0,0.0,False
8a41a54c075ffff,10,0,0.0,0.0,False
8a41a54c0767fff,10,0,0.0,0.0,False
8a41a54c076ffff,10,0,0.0,0.0,False
8a41a54c0777fff,10,0,0.0,0.0,False
8a41a54c1007fff,10,1,0.0,0.0,False
8a41a54c100ffff,10,0,0.0,0.0,False
8a41a54c1017fff,10,0,0.0,0.0,False
8a41a54c101ffff,10,0,0.0,0.0,False
8a41a54c1027fff,10,5,0.0,0.0,False
8a41a54c102ffff,10,0,0.0,0.0,False
8a41a54c1037fff,10,1,0.0,0.0,False
8a41a54c1507fff,10,0,0.0,0.0,False
8a41a54c150ffff,10,0,0.0,0.0,False
8a41a54c1517fff,10,29,0.0,0.0,False
8a41a54c151ffff,10,7,0.0,0.0,False
8a41a54c1527fff,10,0,0.0,0.0,False
8a41a54c152ffff,10,0,0.0,0.0,False
8a41a54c1537fff,10,0,0.0,0.0,False
8a41a54c1587fff,10,0,0.0,0.0,False
8a41a54c158ffff,10,0,0.0,0.0,False
8a41a54c1597fff,10,0,0.0,0.0,False
8a41a54c159ffff,10,0,0.0,0.0,False
8a41a54c15a7fff,10,9,0.0,0.0,False
8a41a54c15affff,10,23,0.0,0.0,False
8a41a54c15b7fff,10,0,0.0,0.0,False
8a41a54c1747fff,10,0,0.0,0.0,False
8a41a54c174ffff,10,0,0.0,0.0,False
8a41a54c1757fff,10,0,0.0,0.0,False
8a41a54c175ffff,10,0,0.0,0.0,False
8a41a54c1767fff,10,0,0.0,0.0,False
8a41a54c176ffff,10,0,0.0,0.0,False
8a41a54c1777fff,10,3,0.0,0.0,False
8a41a54c1a87fff,10,8,0.0,0.0,False
8a41a54c1a8ffff,10,2,0.0,0.0,False
8a41a54c1a97fff,10,0,0.0,0.0,False
8a41a54c1a9ffff,10,0,0.0,0.0,False
8a41a54c1aa7fff,10,5,0.0,0.0,False
8a41a54c1aaffff,10,1,0.0,0.0,False
8a41a54c1ab7fff,10,0,0.0,0.0,False
8a41a54c2047fff,10,0,0.0,0.0,False
8a41a54c204ffff,10,1,0.0,0.0,False
8a41a54c2057fff,10,0,0.0,0.0,False
8a41a54c205ffff,10,0,0.0,0.0,False
8a41a54c2067fff,10,0,0.0,0.0,False
8a41a54c206ffff,10,0,0.0,0.0,False
8a41a54c2077fff,10,0,0.0,0.0,False
8a41a54c2107fff,10,0,0.0,0.0,False
8a41a54c210ffff,10,0,0.0,0.0,False
8a41a54c2117fff,10,1,0.0,0.0,False
8a41a54c211ffff,10,0,0.0,0.0,False
8a41a54c2127fff,10,9,0.0,0.0,False
8a41a54c212ffff,10,2,0.0,0.0,False
8a41a54c2137fff,10,0,0.0,0.0,False
8a41a54c2247fff,10,0,0.0,0.0,False
8a41a54c224ffff,10,0,0.0,0.0,False
8a41a54c2257fff,10,0,0.0,0.0,False
8a41a54c225ffff,10,0,0.0,0.0,False
8a41a54c2267fff,10,0,0.0,0.0,False
8a41a54c226ffff,10,0,0.0,0.0,False
8a41a54c2277fff,10,3,0.0,0.0,False
8a41a54c2447fff,10,0,0.0,0.0,False
8a41a54c244ffff,10,1,0.0,0.0,False
8a41a54c2457fff,10,0,0.0,0.0,False
8a41a54c245ffff,10,0,0.0,0.0,False
8a41a54c2467fff,10,1,0.0,0.0,False
8a41a54c246ffff,10,1,0.0,0.0,False
8a41a54c2477fff,10,0,0.0,0.0,False
8a41a54c2b07fff,10,0,0.0,0.0,False
8a41a54c2b0ffff,10,2,0.0,0.0,False
8a41a54c2b17fff,10,0,0.0,0.0,False
8a41a54c2b1ffff,10,0,0.0,0.0,False
8a41a54c2b27fff,10,0,0.0,0.0,False
8a41a54c2b2ffff,10,0,0.0,0.0,False
8a41a54c2b37fff,10,0,0.0,0.0,False
8a41a54c2b47fff,10,0,0.0,0.0,False
8a41a54c2b4ffff,10,0,0.0,0.0,False
8a41a54c2b57fff,10,2,0.0,0.0,False
8a41a54c2b5ffff,10,0,0.0,0.0,False
8a41a54c2b67fff,10,0,0.0,0.0,False
8a41a54c2b6ffff,10,0,0.0,0.0,False
8a41a54c2b77fff,10,0,0.0,0.0,False
8a41a54c3147fff,10,0,0.0,0.0,False
8a41a54c314ffff,10,0,0.0,0.0,False
8a41a54c3157fff,10,0,0.0,0.0,False
8a41a54c315ffff,10,0,0.0,0.0,False
8a41a54c3167fff,10,2,0.0,0.0,False
8a41a54c316ffff,10,0,0.0,0.0,False
8a41a54c3177fff,10,0,0.0,0.0,False
8a41a54c3287fff,10,0,0.0,0.0,False
8a41a54c328ffff,10,0,0.0,0.0,False
8a41a54c3297fff,10,0,0.0,0.0,False
8a41a54c329ffff,10,0,0.0,0.0,False
8a41a54c32a7fff,10,0,0.0,0.0,False
8a41a54c32affff,10,0,0.0,0.0,False
8a41a54c32b7fff,10,2,0.0,0.0,False
8a41a54c3347fff,10,3,0.0,0.0,False
8a41a54c334ffff,10,0,0.0,0.0,False
8a41a54c3357fff,10,2,0.0,0.0,False
8a41a54c335ffff,10,0,0.0,0.0,False
8a41a54c3367fff,10,0,0.0,0.0,False
8a41a54c336ffff,10,0,0.0,0.0,False
8a41a54c3377fff,10,0,0.0,0.0,False
8a41a54c38c7fff,10,0,0.0,0.0,False
8a41a54c38cffff,10,1,0.0,0.0,False
8a41a54c38d7fff,10,1,0.0,0.0,False
8a41a54c38dffff,10,0,0.0,0.0,False
8a41a54c38e7fff,10,0,0.0,0.0,False
8a41a54c38effff,10,0,0.0,0.0,False
8a41a54c38f7fff,10,0,0.0,0.0,False
8a41a54c4147fff,10,0,0.0,0.0,False
8a41a54c414ffff,10,0,0.0,0.0,False
8a41a54c4157fff,10,0,0.0,0.0,False
8a41a54c415ffff,10,0,0.0,0.0,False
8a41a54c4167fff,10,2,0.0,0.0,False
8a41a54c416ffff,10,0,0.0,0.0,False
8a41a54c4177fff,10,0,0.0,0.0,False
8a41a54c4307fff,10,1,0.0,0.0,False
8a41a54c430ffff,10,0,0.0,0.0,False
8a41a54c4317fff,10,0,0.0,0.0,False
8a41a54c431ffff,10,0,0.0,0.0,False
8a41a54c4327fff,10,0,0.0,0.0,False
8a41a54c432ffff,10,0,0.0,0.0,False
8a41a54c4337fff,10,0,0.0,0.0,False
8a41a54c4387fff,10,0,0.0,0.0,False
8a41a54c438ffff,10,1,0.0,0.0,False
8a41a54c4397fff,10,0,0.0,0.0,False
8a41a54c439ffff,10,0,0.0,0.0,False
8a41a54c43a7fff,10,0,0.0,0.0,False
8a41a54c43affff,10,0,0.0,0.0,False
8a41a54c43b7fff,10,0,0.0,0.0,False
8a41a54c4707fff,10,0,0.0,0.0,False
8a41a54c470ffff,10,3,0.0,0.0,False
8a41a54c4717fff,10,0,0.0,0.0,False
8a41a54c471ffff,10,2,0.0,0.0,False
8a41a54c4727fff,10,0,0.0,0.0,False
8a41a54c472ffff,10,0,0.0,0.0,False
8a41a54c4737fff,10,0,0.0,0.0,False
8a41a54c4b87fff,10,0,0.0,0.0,False
8a41a54c4b8ffff,10,0,0.0,0.0,False
8a41a54c4b97fff,10,0,0.0,0.0,False
8a41a54c4b9ffff,10,0,0.0,0.0,False
8a41a54c4ba7fff,10,1,0.0,0.0,False
8a41a54c4baffff,10,0,0.0,0.0,False
8a41a54c4bb7fff,10,0,0.0,0.0,False
8a41a54c5c07fff,10,0,0.0,0.0,False
8a41a54c5c0ffff,10,0,0.0,0.0,False
8a41a54c5c17fff,10,2,0.0,0.0,False
8a41a54c5c1ffff,10,0,0.0,0.0,False
8a41a54c5c27fff,10,0,0.0,0.0,False
8a41a54c5c2ffff,10,0,0.0,0.0,False
8a41a54c5c37fff,10,0,0.0,0.0,False
8a41a54cc047fff,10,0,0.0,0.0,False
8a41a54cc04ffff,10,0,0.0,0.0,False
8a41a54cc057fff,10,3,0.0,0.0,False
8a41a54cc05ffff,10,0,0.0,0.0,False
8a41a54cc067fff,10,0,0.0,0.0,False
8a41a54cc06ffff,10,0,0.0,0.0,False
8a41a54cc077fff,10,0,0.0,0.0,False
8a41a54cc107fff,10,0,0.0,0.0,False
8a41a54cc10ffff,10,1,0.0,0.0,False
8a41a54cc117fff,10,0,0.0,0.0,False
8a41a54cc11ffff,10,0,0.0,0.0,False
8a41a54cc127fff,10,0,0.0,0.0,False
8a41a54cc12ffff,10,0,0.0,0.0,False
8a41a54cc137fff,10,0,0.0,0.0,False
8a41a54cc607fff,10,2,0.0,0.0,False
8a41a54cc60ffff,10,0,0.0,0.0,False
8a41a54cc617fff,10,0,0.0,0.0,False
8a41a54cc61ffff,10,0,0.0,0.0,False
8a41a54cc627fff,10,0,0.0,0.0,False
8a41a54cc62ffff,10,0,0.0,0.0,False
8a41a54cc637fff,10,0,0.0,0.0,False
8a41a54ce487fff,10,0,0.0,0.0,False
8a41a54ce48ffff,10,0,0.0,0.0,False
8a41a54ce497fff,10,0,0.0,0.0,False
8a41a54ce49ffff,10,0,0.0,0.0,False
8a41a54ce4a7fff,10,0,0.0,0.0,False
8a41a54ce4affff,10,1,0.0,0.0,False
8a41a54ce4b7fff,10,0,0.0,0.0,False
8a41a54ce707fff,10,2,0.0,0.0,False
8a41a54ce70ffff,10,0,0.0,0.0,False
8a41a54ce717fff,10,0,0.0,0.0,False
8a41a54ce71ffff,10,0,0.0,0.0,False
8a41a54ce727fff,10,0,0.0,0.0,False
8a41a54ce72ffff,10,0,0.0,0.0,False
8a41a54ce737fff,10,0,0.0,0.0,False
8a41a54cec47fff,10,0,0.0,0.0,False
8a41a54cec4ffff,10,0,0.0,0.0,False
8a41a54cec57fff,10,1,0.0,0.0,False
8a41a54cec5ffff,10,0,0.0,0.0,False
8a41a54cec67fff,10,1,0.0,0.0,False
8a41a54cec6ffff,10,0,0.0,0.0,False
8a41a54cec77fff,10,0,0.0,0.0,False
8a41a54cec87fff,10,0,0.0,0.0,False
8a41a54cec8ffff,10,0,0.0,0.0,False
8a41a54cec97fff,10,0,0.0,0.0,False
8a41a54cec9ffff,10,0,0.0,0.0,False
8a41a54ceca7fff,10,2,0.0,0.0,False
8a41a54cecaffff,10,0,0.0,0.0,False
8a41a54cecb7fff,10,0,0.0,0.0,False
8a41a54cecc7fff,10,0,0.0,0.0,False
8a41a54ceccffff,10,0,0.0,0.0,False
8a41a54cecd7fff,10,1,0.0,0.0,False
8a41a54cecdffff,10,1,0.0,0.0,False
8a41a54cece7fff,10,0,0.0,0.0,False
8a41a54ceceffff,10,1,0.0,0.0,False
8a41a54cecf7fff,10,0,0.0,0.0,False
8a41a54d0a87fff,10,0,0.0,0.0,False
8a41a54d0a8ffff,10,0,0.0,0.0,False
8a41a54d0a97fff,10,0,0.0,0.0,False
8a41a54d0a9ffff,10,0,0.0,0.0,False
8a41a54d0aa7fff,10,0,0.0,0.0,False
8a41a54d0aaffff,10,0,0.0,0.0,False
8a41a54d0ab7fff,10,0,0.0,0.0,False
8a41a54d1707fff,10,0,0.0,0.0,False
8a41a54d170ffff,10,0,0.0,0.0,False
8a41a54d1717fff,10,0,0.0,0.0,False
8a41a54d171ffff,10,0,0.0,0.0,False
8a41a54d1727fff,10,0,0.0,0.0,False
8a41a54d172ffff,10,0,0.0,0.0,False
8a41a54d1737fff,10,1,0.0,0.0,False
8a41a54d1cc7fff,10,0,0.0,0.0,False
8a41a54d1ccffff,10,0,0.0,0.0,False
8a41a54d1cd7fff,10,0,0.0,0.0,False
8a41a54d1cdffff,10,0,0.0,0.0,False
8a41a54d1ce7fff,10,0,0.0,0.0,False
8a41a54d1ceffff,10,1,0.0,0.0,False
8a41a54d1cf7fff,10,2,0.0,0.0,False
8a41a54dc547fff,10,0,0.0,0.0,False
8a41a54dc54ffff,10,0,0.0,0.0,False
8a41a54dc557fff,10,0,0.0,0.0,False
8a41a54dc55ffff,10,0,0.0,0.0,False
8a41a54dc567fff,10,2,0.0,0.0,False
8a41a54dc56ffff,10,0,0.0,0.0,False
8a41a54dc577fff,10,0,0.0,0.0,False
8a41a54dccc7fff,10,0,0.0,0.0,False
8a41a54dcccffff,10,0,0.0,0.0,False
8a41a54dccd7fff,10,0,0.0,0.0,False
8a41a54dccdffff,10,0,0.0,0.0,False
8a41a54dcce7fff,10,0,0.0,0.0,False
8a41a54dcceffff,10,0,0.0,0.0,False
8a41a54dccf7fff,10,2,0.0,0.0,False
8a41a54dd387fff,10,0,0.0,0.0,False
8a41a54dd38ffff,10,0,0.0,0.0,False
8a41a54dd397fff,10,0,0.0,0.0,False
8a41a54dd39ffff,10,0,0.0,0.0,False
8a41a54dd3a7fff,10,0,0.0,0.0,False
8a41a54dd3affff,10,2,0.0,0.0,False
8a41a54dd3b7fff,10,0,0.0,0.0,False
8a41a54e0047fff,10,0,0.0,0.0,False
8a41a54e004ffff,10,2,0.0,0.0,False
8a41a54e0057fff,10,1,0.0,0.0,False
8a41a54e005ffff,10,0,0.0,0.0,False
8a41a54e0067fff,10,0,0.0,0.0,False
8a41a54e006ffff,10,1,0.0,0.0,False
8a41a54e0077fff,10,0,0.0,0.0,False
8a41a54e0307fff,10,0,0.0,0.0,False
8a41a54e030ffff,10,0,0.0,0.0,False
8a41a54e0317fff,10,5,0.0,0.0,False
8a41a54e031ffff,10,0,0.0,0.0,False
8a41a54e0327fff,10,0,0.0,0.0,False
8a41a54e032ffff,10,0,0.0,0.0,False
8a41a54e0337fff,10,1,0.0,0.0,False
8a41a54e0347fff,10,0,0.0,0.0,False
8a41a54e034ffff,10,0,0.0,0.0,False
8a41a54e0357fff,10,1,0.0,0.0,False
8a41a54e035ffff,10,0,0.0,0.0,False
8a41a54e0367fff,10,0,0.0,0.0,False
8a41a54e036ffff,10,0,0.0,0.0,False
8a41a54e0377fff,10,1,0.0,0.0,False
8a41a54e0387fff,10,0,0.0,0.0,False
8a41a54e038ffff,10,0,0.0,0.0,False
8a41a54e0397fff,10,2,0.0,0.0,False
8a41a54e039ffff,10,0,0.0,0.0,False
8a41a54e03a7fff,10,0,0.0,0.0,False
8a41a54e03affff,10,0,0.0,0.0,False
8a41a54e03b7fff,10,0,0.0,0.0,False
8a41a54e0687fff,10,4,0.0,0.0,False
8a41a54e068ffff,10,0,0.0,0.0,False
8a41a54e0697fff,10,0,0.0,0.0,False
8a41a54e069ffff,10,0,0.0,0.0,False
8a41a54e06a7fff,10,0,0.0,0.0,False
8a41a54e06affff,10,0,0.0,0.0,False
8a41a54e06b7fff,10,0,0.0,0.0,False
8a41a54e0847fff,10,0,0.0,0.0,False
8a41a54e084ffff,10,0,0.0,0.0,False
8a41a54e0857fff,10,0,0.0,0.0,False
8a41a54e085ffff,10,0,0.0,0.0,False
8a41a54e0867fff,10,0,0.0,0.0,False
8a41a54e086ffff,10,1,0.0,0.0,False
8a41a54e0877fff,10,0,0.0,0.0,False
8a41a54e0a07fff,10,0,0.0,0.0,False
8a41a54e0a0ffff,10,0,0.0,0.0,False
8a41a54e0a17fff,10,0,0.0,0.0,False
8a41a54e0a1ffff,10,1,0.0,0.0,False
8a41a54e0a27fff,10,0,0.0,0.0,False
8a41a54e0a2ffff,10,0,0.0,0.0,False
8a41a54e0a37fff,10,1,0.0,0.0,False
8a41a54e0a87fff,10,0,0.0,0.0,False
8a41a54e0a8ffff,10,2,0.0,0.0,False
8a41a54e0a97fff,10,0,0.0,0.0,False
8a41a54e0a9ffff,10,6,0.0,0.0,False
8a41a54e0aa7fff,10,2,0.0,0.0,False
8a41a54e0aaffff,10,2,0.0,0.0,False
8a41a54e0ab7fff,10,2,0.0,0.0,False
8a41a54e0b87fff,10,1,0.0,0.0,False
8a41a54e0b8ffff,10,1,0.0,0.0,False
8a41a54e0b97fff,10,0,0.0,0.0,False
8a41a54e0b9ffff,10,2,0.0,0.0,False
8a41a54e0ba7fff,10,0,0.0,0.0,False
8a41a54e0baffff,10,1,0.0,0.0,False
8a41a54e0bb7fff,10,0,0.0,0.0,False
8a41a54e1007fff,10,1,0.0,0.0,False
8a41a54e100ffff,10,0,0.0,0.0,False
8a41a54e1017fff,10,2,0.0,0.0,False
8a41a54e101ffff,10,0,0.0,0.0,False
8a41a54e1027fff,10,0,0.0,0.0,False
8a41a54e102ffff,10,0,0.0,0.0,False
8a41a54e1037fff,10,1,0.0,0.0,False
8a41a54e1187fff,10,0,0.0,0.0,False
8a41a54e118ffff,10,1,0.0,0.0,False
8a41a54e1197fff,10,0,0.0,0.0,False
8a41a54e119ffff,10,1,0.0,0.0,False
8a41a54e11a7fff,10,0,0.0,0.0,False
8a41a54e11affff,10,0,0.0,0.0,False
8a41a54e11b7fff,10,0,0.0,0.0,False
8a41a54e1407fff,10,0,0.0,0.0,False
8a41a54e140ffff,10,0,0.0,0.0,False
8a41a54e1417fff,10,2,0.0,0.0,False
8a41a54e141ffff,10,2,0.0,0.0,False
8a41a54e1427fff,10,0,0.0,0.0,False
8a41a54e142ffff,10,0,0.0,0.0,False
8a41a54e1437fff,10,0,0.0,0.0,False
8a41a54e1cc7fff,10,0,0.0,0.0,False
8a41a54e1ccffff,10,3,0.0,0.0,False
8a41a54e1cd7fff,10,0,0.0,0.0,False
8a41a54e1cdffff,10,0,0.0,0.0,False
8a41a54e1ce7fff,10,0,0.0,0.0,False
